16066033 0 1
16066035 1 1
16066050 2 1
16066051 3 1
16066052 4 1
16066053 5 1
16066054 6 1
16066055 7 1
16066059 8 1
16066060 9 1
16067001 10 1
16067003 11 1
16067004 12 1
16067005 13 1
16067006 14 1
16067015 15 1
16067016 16 1
16067017 17 1
16067019 18 1
16067020 19 1
16067021 20 1
16067022 21 1
16068022 22 1
16068023 23 1
16068024 24 1
16068025 25 1
16068028 26 1
16068029 27 1
16068030 28 1
16068032 29 1
16068034 30 1
16068035 31 1
16068036 32 1
16068037 33 1
16068038 34 1
16068039 35 1
16068040 36 1
16068042 37 1
16068057 38 1
16068058 39 1
16069001 40 1
16069002 41 1
16069003 42 1
16069004 43 1
16069006 44 1
16069007 45 1
16069008 46 1
16069009 47 1
16069010 48 1
16069011 49 1
16069012 50 1
16069013 51 1
16069016 52 1
16069025 53 1
16069026 54 1
16069027 55 1
16069028 56 1
16069029 57 1
16069030 58 1
16069031 59 1
16069032 60 1
16069033 61 1
16069034 62 1
16069035 63 1
16069036 64 1
16069038 65 1
16069039 66 1
16069040 67 1
16069041 68 1
16069042 69 1
16069054 70 1
16069055 71 1
16069060 72 1
16069061 73 1
16069062 74 1
16069063 75 1
16069064 76 1
16069065 77 1
16069066 78 1
16070004 79 1
16070005 80 1
16070006 81 1
16070008 82 1
16070009 83 1
16070010 84 1
16070012 85 1
16070013 86 1
16070014 87 1
16070015 88 1
16071002 89 1
16071003 90 1
16071006 91 1
16071007 92 1
16071010 93 1
16071016 94 1
16071018 95 1
16071021 96 1
16071022 97 1
16071023 98 1
16071024 99 1
16071025 100 1
16071026 101 1
16071027 102 1
16071046 103 1
16071051 104 1
16071052 105 1
16071053 106 1
16071054 107 1
16071055 108 1
16071056 109 1
16071058 110 1
16071059 111 1
16071060 112 1
16071061 113 1
16071062 114 1
16071077 115 1
16071078 116 1
16071079 117 1
16072001 118 1
16072002 119 1
16072003 120 1
16072006 121 1
16072007 122 1
16072008 123 1
16072009 124 1
16072010 125 1
16072012 126 1
16072013 127 1
16072014 128 1
16072023 129 1
16072024 130 1
16072025 131 1
16072026 132 1
16072027 133 1
16072033 134 1
16072034 135 1
16072035 136 1
16072036 137 1
16072038 138 1
16072039 139 1
16072040 140 1
16072041 141 1
16072042 142 1
16072043 143 1
16072057 144 1
16072058 145 1
16072059 146 1
16072060 147 1
16072061 148 1
16072062 149 1
16073001 150 1
16073017 151 1
16073018 152 1
16073019 153 1
16073020 154 1
16073021 155 1
16073031 156 1
16073032 157 1
16073033 158 1
16073034 159 1
16073035 160 1
16073037 161 1
16073038 162 1
16073039 163 1
16073040 164 1
16077029 165 1
16077030 166 1
16077031 167 1
16077032 168 1
16077033 169 1
16077034 170 1
16077035 171 1
16077036 172 1
16077037 173 1
16077038 174 1
16077039 175 1
16077040 176 1
16077041 177 1
16077043 178 1
16077044 179 1
16077045 180 1
16077046 181 1
16077047 182 1
16077055 183 1
16078001 184 1
16078002 185 1
16078003 186 1
16078004 187 1
16078005 188 1
16078006 189 1
16078007 190 1
16078008 191 1
16078009 192 1
16078011 193 1
16078012 194 1
16078013 195 1
16078014 196 1
16078029 197 1
16078030 198 1
16078031 199 1
16078032 200 1
16078033 201 1
16078034 202 1
16078035 203 1
16078036 204 1
16078037 205 1
16078038 206 1
16078039 207 1
16078040 208 1
16078041 209 1
16078042 210 1
16078056 211 1
16079001 212 1
16079002 213 1
16079013 214 1
16079014 215 1
16079015 216 1
16079016 217 1
16079017 218 1
16079018 219 1
16079019 220 1
16079020 221 1
16079021 222 1
16079022 223 1
16079023 224 1
16079024 225 1
16079027 226 1
16079029 227 1
16079030 228 1
16079031 229 1
16079032 230 1
16079033 231 1
16079034 232 1
16079035 233 1
16079036 234 1
16079047 235 1
16079054 236 1
16079058 237 1
16079059 238 1
16079060 239 1
16079061 240 1
16079062 241 1
16079063 242 1
16080001 243 1
16080002 244 1
16080003 245 1
16080004 246 1
16080005 247 1
16080006 248 1
16080014 249 1
16080015 250 1
16080016 251 1
16080021 252 1
16080022 253 1
16080023 254 1
16080024 255 1
16080025 256 1
16080026 257 1
16080027 258 1
16080028 259 1
16080029 260 1
16080030 261 1
16080031 262 1
16080032 263 1
16080033 264 1
16080045 265 1
16080046 266 1
16080047 267 1
16080048 268 1
16080049 269 1
16080050 270 1
16080051 271 1
16080052 272 1
16080053 273 1
16080054 274 1
16080055 275 1
16081001 276 1
16081002 277 1
16081003 278 1
16081015 279 1
16081016 280 1
16081017 281 1
16081018 282 1
16081019 283 1
16081020 284 1
16081021 285 1
16081022 286 1
16081023 287 1
16081024 288 1
16081025 289 1
16081037 290 1
